MODEL,SCENARIO,REGION,VARIABLE,UNIT,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
IEA,Historic data,ARM,Secondary Energy|Heat|Oil|w/o CCS,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002179999999999,0.000216,0.0001649999999999,6.099999999999985e-05,4.899999999999997e-05,0.000238,0.0005059999999999,9.9999999999972e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEA,Historic data,ARM,Secondary Energy|Heat|Solar,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEA,Historic data,ARM,Secondary Energy|Heat|Tide,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEA,Historic data,ARM,Secondary Energy|Heat|Wind,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEA,Historic data,AUS,Final Energy,EJ/yr,0.9670308639999996,0.9979253119999996,1.0025016899999997,1.0899066279999996,1.1231854659999998,1.180098854,1.193691312,1.261348188,1.3230053729999998,1.3716859289999994,1.4575522719999996,1.4983480769999995,1.5290216089999995,1.6374864729999992,1.7136492669999992,1.753870094999999,1.7768773449999995,1.8705162449999997,1.8965676319999996,1.9489386819999996,1.9983286459999996,1.991557919999999,2.0168979299999994,1.942799653999999,2.026900725999999,2.1094631919999993,2.113731327999999,2.1624060039999997,2.2534811689999996,2.343697071,2.417980906999999,2.399817034999999,2.4222930079999987,2.511708316999999,2.5685883739999995,2.6586371929999997,2.7395921309999993,2.803137578999999,2.8448188899999995,2.8896403429999995,2.970120500999999,2.997543877999999,2.988783711999999,3.050639461999999,3.1210496929999993,3.112370116999999,3.132290552999999,3.2204827089999988,3.2688133869999993,3.2463295869999995,3.305998030999999,3.3871951659999993,3.4365073949999996,3.4866807909999995,3.494057139999999,3.454427375999999,3.4657784169999997,3.497182954999999,3.549855862999999,3.493003087999999,3.380140671999999,3.416946995999999,3.4224700579999987,3.5069397759999994,0.0
IEA,Historic data,AUS,Final Energy|AFOFI,EJ/yr,0.043518002,0.04266,0.046062002,0.046062002,0.062244002,0.065646002,0.069905994,0.069047994,0.073307996,0.072878998,0.077139,0.0760745999999999,0.076114796,0.0917910009999998,0.0688920019999997,0.0700044049999999,0.071171396,0.073203004,0.076720801,0.079948204,0.0834737979999999,0.0864618029999998,0.094771802,0.0871656049999998,0.0982439989999999,0.096012002,0.0947394029999999,0.0990239999999998,0.0965573969999999,0.1021595979999999,0.1004009929999997,0.1014365929999999,0.1030421969999998,0.105794398,0.1089312009999999,0.1121717989999998,0.1124435889999999,0.1167125959999997,0.1191965959999998,0.122114394,0.1241052009999999,0.1246427979999997,0.142940795,0.176634804,0.1766518029999997,0.1848153969999998,0.1726271929999997,0.1704067929999998,0.1721421909999999,0.1708429859999999,0.1750821919999997,0.1731417039999999,0.176603977,0.1790061989999996,0.1788672099999998,0.18834622,0.198527375,0.2115878009999998,0.213464993,0.1782464799999999,0.1583790349999999,0.2157865839999997,0.2015820509999999,0.1919379679999999,0.0
IEA,Historic data,AUS,Final Energy|AFOFI|Electricity,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030239999999999,0.003150002,0.003578399,0.0035351999999999,0.003798001,0.0038628,0.0041148,0.004485599,0.0043056,0.0049283999999999,0.0051912009999999,0.00558,0.006155999,0.0059039989999999,0.0063036,0.0065664009999999,0.0069227979999999,0.007354801,0.0074087979999999,0.0085392009999999,0.008982001,0.009298799,0.008802002,0.0097272009999999,0.0093564009999999,0.0094823989999999,0.0096624019999999,0.0099107999999999,0.010177198,0.0103788009999999,0.0104903999999999,0.005958001,0.009864,0.0095868009999999,0.008621999,0.0089963989999999,0.009226799,0.0090792009999999,0.008315998,0.008406002,0.008038798,0.008355601,0.008006401,0.0088596,0.008477734,0.008011915,0.007100687,0.007635819,0.0078276499999999,0.0073197489999999,0.0074612879999999,0.006351283,0.0072926519999999,0.0
IEA,Historic data,AUS,Final Energy|AFOFI|Gases,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6398e-05,8.2798e-05,9.359999999999998e-05,9.54e-05,8.82e-05,7.019599999999999e-05,3.5997999999999997e-05,3.5997999999999997e-05,3.5997999999999997e-05,3.5997999999999997e-05,3.5997999999999997e-05,3.5997999999999997e-05,0.000176398,0.000176398,0.000176398,0.000178198,0.000176398,0.000178198,0.000178198,0.000215998,0.0002213979999998,0.000224998,0.001031402,0.0015785999999998,0.0025308039999998,0.002390404,0.002337214,0.002045134,0.002091624,0.00242342,0.002107032,0.002213746,0.002204954,0.003797076,0.0
IEA,Historic data,AUS,Final Energy|AFOFI|Gases|Biomass,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEA,Historic data,AUS,Final Energy|AFOFI|Gases|Electricity,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEA,Historic data,AUS,Final Energy|AFOFI|Gases|Natural Gas,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3199e-05,4.1399e-05,4.679999999999999e-05,4.77e-05,4.41e-05,3.5097999999999995e-05,1.7998999999999998e-05,1.7998999999999998e-05,1.7998999999999998e-05,1.7998999999999998e-05,1.7998999999999998e-05,1.7998999999999998e-05,8.8199e-05,8.8199e-05,8.8199e-05,8.9099e-05,8.8199e-05,8.9099e-05,8.9099e-05,0.000107999,0.0001106989999999,0.000112499,0.000515701,0.0007892999999999,0.0012654019999999,0.001195202,0.001168607,0.001022567,0.001045812,0.00121171,0.001053516,0.001106873,0.001102477,0.001898538,0.0
IEA,Historic data,AUS,Final Energy|AFOFI|Heat,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEA,Historic data,AUS,Final Energy|AFOFI|Hydrogen,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEA,Historic data,AUS,Final Energy|AFOFI|Liquids,EJ/yr,0.043518002,0.04266,0.046062002,0.046062002,0.062244002,0.065646002,0.069905994,0.069047994,0.073307996,0.072878998,0.077139,0.0730506,0.072964794,0.0882126019999998,0.0653568019999998,0.066206404,0.067308596,0.069088204,0.072235202,0.075642604,0.078545398,0.081270602,0.089191802,0.0810096059999998,0.09234,0.089708402,0.088173002,0.092101202,0.089202596,0.0947508,0.0917753939999998,0.092371794,0.0936497979999998,0.096896996,0.0991158,0.102745202,0.102925192,0.1070141959999998,0.109249798,0.111901198,0.113690402,0.1141163999999998,0.136806396,0.166594406,0.1668886039999998,0.1760151999999998,0.1634543959999998,0.1610017959999998,0.162884792,0.16231099,0.166454792,0.164877908,0.167216974,0.1694211979999998,0.167476806,0.177478082,0.188178246,0.2024419799999998,0.20373755,0.16799541,0.148952254,0.2061115499999998,0.193025814,0.18084824,0.0
IEA,Historic data,AUS,Final Energy|AFOFI|Liquids|Biomass,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEA,Historic data,AUS,Final Energy|AFOFI|Liquids|Electricity,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEA,Historic data,AUS,Final Energy|AFOFI|Liquids|Oil,EJ/yr,0.021759001,0.02133,0.023031001,0.023031001,0.031122001,0.032823001,0.034952997,0.034523997,0.036653998,0.036439499,0.0385695,0.0365253,0.036482397,0.0441063009999999,0.0326784009999999,0.033103202,0.033654298,0.034544102,0.036117601,0.037821302,0.039272699,0.040635301,0.044595901,0.0405048029999999,0.04617,0.044854201,0.044086501,0.046050601,0.044601298,0.0473754,0.0458876969999999,0.046185897,0.0468248989999999,0.048448498,0.0495579,0.051372601,0.051462596,0.0535070979999999,0.054624899,0.055950599,0.056845201,0.0570581999999999,0.068403198,0.083297203,0.0834443019999999,0.0880075999999999,0.0817271979999999,0.0805008979999999,0.081442396,0.081155495,0.083227396,0.082438954,0.083608487,0.0847105989999999,0.083738403,0.088739041,0.094089123,0.1012209899999999,0.101868775,0.083997705,0.074476127,0.1030557749999999,0.096512907,0.09042412,0.0
IEA,Historic data,AUS,Final Energy|AFOFI|Solids,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEA,Historic data,AUS,Final Energy|AFOFI|Solids|Biomass,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEA,Historic data,AUS,Final Energy|AFOFI|Solids|Coal,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEA,Historic data,AUS,Final Energy|Electricity,EJ/yr,0.0631836019999999,0.068723998,0.072666,0.081766801,0.091166402,0.101232001,0.1084356,0.1179288,0.1252116009999999,0.1375991989999999,0.151239601,0.1629719979999999,0.171943201,0.1888631989999999,0.2091527999999999,0.221324401,0.229823999,0.2467403999999999,0.257126402,0.271818,0.2852352,0.301917601,0.3128183989999999,0.3155219999999999,0.3364451979999999,0.353051998,0.375256801,0.392644799,0.4168188,0.4415688,0.4651703989999999,0.4741776,0.4786343979999999,0.492746401,0.5060807979999999,0.521564401,0.536252399,0.5539356,0.5874624009999999,0.6066216,0.6218963989999999,0.6494327979999999,0.688021198,0.6657696,0.6815412,0.6812208009999999,0.693460802,0.725605202,0.7285031999999999,0.754832172,0.7631188329999999,0.7696532269999999,0.760863015,0.7606238359999999,0.755072407,0.7682211269999999,0.7735877299999999,0.7668702689999999,0.774410332,0.779464971,0.779966006,0.778489916,0.7950265579999999,0.807757386,0.0
IEA,Historic data,AUS,Final Energy|Gases,EJ/yr,0.0,0.0,0.0,1.5299e-05,0.0,3.4201999999999995e-05,3.4201999999999995e-05,4.86e-05,0.0001133989999999,0.0085293029999998,0.0281709,0.0422378989999999,0.0701883029999999,0.0884574039999999,0.1026036049999998,0.1151496019999998,0.126025203,0.145728901,0.1626768,0.1811097009999998,0.2105055039999999,0.2286197989999999,0.2380203009999997,0.2480435999999998,0.2552543999999997,0.287212496,0.3069171009999997,0.3258531009999999,0.331065001,0.3423266939999998,0.3624210009999999,0.3647330989999997,0.3717143989999999,0.3807378029999996,0.3983381979999998,0.4183352959999999,0.4246640969999999,0.4317588009999998,0.4456727969999999,0.4553666979999998,0.4768622969999997,0.5031341949999998,0.4947291009999998,0.5296843979999998,0.5395597019999997,0.5170071979999996,0.5172010979999997,0.5372420949999998,0.5398992969999998,0.5069772979999999,0.5162627929999996,0.5230968939999999,0.5244557979999999,0.5474317049999997,0.5624898029999996,0.5539205069999997,0.5260944259999999,0.5224782819999999,0.5234545679999997,0.5128288139999998,0.5221974649999997,0.5326679779999999,0.5284816359999995,0.5100238809999998,0.0
IEA,Historic data,AUS,Final Energy|Gases|Biomass,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000289999,0.000348999,0.000678998,0.000853998,0.00087,0.000928,0.000883,0.0010020019999999,0.000951999,0.001599002,0.002155,0.00231,0.002449998,0.0032239989999999,0.001597151,0.001470894,0.0014400209999999,0.001457634,0.002184978,0.002145509,0.001983764,0.0
IEA,Historic data,AUS,Final Energy|Gases|Electricity,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEA,Historic data,AUS,Final Energy|Gases|Natural Gas,EJ/yr,0.0,0.0,0.0,1.5299e-05,0.0,3.4201999999999995e-05,3.4201999999999995e-05,4.86e-05,0.0001133989999999,0.008529299,0.028170901,0.0422379,0.070188298,0.0884573999999999,0.1026036009999999,0.1151495979999999,0.1260252,0.145728901,0.1626767989999999,0.1811097009999999,0.2105054999999999,0.2286197999999999,0.2380203,0.2480436,0.2552544,0.2872125,0.3069170999999999,0.325853101,0.3310650009999999,0.342326702,0.362377802,0.3646917,0.3716675989999999,0.3806900989999999,0.398294098,0.418300199,0.4246461019999999,0.431740798,0.445654799,0.455348702,0.476844298,0.5031162,0.4946408989999999,0.5293062,0.5391225,0.516239101,0.5162589009999999,0.536283,0.538882199,0.505986302,0.515150102,0.522032401,0.522341098,0.544487399,0.5589144,0.550275298,0.521701816,0.51985856,0.520937867,0.51017708,0.519686311,0.529376128,0.52523365,0.506141574,0.0
IEA,Historic data,AUS,Final Energy|Heat,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000107999,0.0001399979999999,0.000189001,0.000269002,0.000391001,0.000567998,0.000814998,0.001029999,0.001268998,0.0015530009999999,0.001808999,0.002112002,0.0034899989999999,0.0034049989999999,0.0034049989999999,0.0034049989999999,0.0034049989999999,0.003379999,0.0033589979999999,0.003344001,0.003335,0.003331001,0.0033329979999999,0.003343001,0.003359999,0.0033849979999999,0.0034179989999999,0.003617002,0.0036709989999999,0.0027759989999999,0.002616001,0.002623001,0.002431999,0.006000999,0.006667998,0.008244002,0.010484999,0.011656001,0.012381,0.013141,0.0132289979999999,0.0148420009999999,0.0148719989999999,0.015698,0.0166999979999999,0.017600001,0.0183999979999999,0.019600002,0.021399999,0.023500002,0.0
IEA,Historic data,AUS,Final Energy|Hydrogen,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEA,Historic data,AUS,Final Energy|Industry,EJ/yr,0.5864062449999997,0.6130442519999997,0.5973071469999998,0.6539611189999999,0.6493068399999997,0.6800004509999997,0.6752618959999999,0.7160526899999999,0.7419371739999999,0.7488177079999997,0.7224620389999996,0.7130791029999999,0.7077297869999996,0.7457639799999997,0.7818156539999996,0.7817900729999995,0.7825506369999997,0.8187217479999997,0.8067469049999997,0.8262908779999998,0.8569192249999997,0.8301048659999997,0.8186626029999997,0.759040529,0.7974770919999997,0.8548687729999997,0.8235884849999996,0.8408400789999998,0.8942880979999994,0.9408220819999998,0.9743981479999998,0.9636938199999997,0.9524414779999995,0.9942997879999995,1.0348603109999996,1.0586885229999998,1.0883097709999998,1.1143686289999999,1.1366481839999998,1.1508335819999997,1.1814388389999995,1.2109061619999997,1.1218496999999996,1.1205132629999999,1.1499737529999998,1.1413205659999996,1.1348727849999996,1.1631870459999996,1.1783213829999997,1.1386819239999997,1.1532889329999996,1.1880771679999995,1.2232111939999997,1.2428448159999996,1.2484243349999997,1.1764964339999995,1.178295865,1.1712294129999998,1.189226234,1.1691288199999994,1.1619202239999997,1.1863161059999996,1.1690824719999993,1.1566881429999998,0.0
IEA,Historic data,AUS,Final Energy|Industry|Electricity,EJ/yr,0.036161999,0.038930399,0.041058001,0.0475488009999999,0.0540251989999999,0.0613979979999999,0.0655163989999999,0.071406,0.075794398,0.0836315979999999,0.0937331989999999,0.070531201,0.0734687979999999,0.083487601,0.09576,0.097304401,0.0991584,0.103874399,0.1062251989999999,0.112031998,0.1170467999999999,0.1229148019999999,0.1251828,0.123692399,0.1402452019999999,0.1550447989999999,0.164552402,0.172817999,0.1877975989999999,0.2042891989999999,0.2130623999999999,0.2141316,0.2166048009999999,0.223556401,0.2325348009999999,0.234370801,0.236480399,0.2422763999999999,0.2633508,0.272555999,0.2772971979999999,0.303904798,0.3157308,0.259635601,0.263030401,0.2666160019999999,0.272376,0.2841012009999999,0.281530799,0.294816976,0.302671635,0.299007226,0.293219419,0.2919038379999999,0.292969207,0.283959477,0.2864345459999999,0.276942564,0.280433802,0.2811464079999999,0.279516236,0.282420699,0.2830670819999999,0.2874343119999999,0.0
IEA,Historic data,AUS,Final Energy|Industry|Gases,EJ/yr,0.0,0.0,0.0,1.5299e-05,0.0,3.4201999999999995e-05,3.4201999999999995e-05,4.86e-05,0.0001133989999999,0.004899603,0.0203480989999999,0.027884699,0.0467244039999999,0.0625284009999999,0.0762678039999999,0.0828684029999998,0.091188901,0.1037223009999999,0.117331202,0.1300364979999999,0.156365102,0.1696823999999999,0.170559899,0.1768787979999999,0.1799901009999999,0.206480701,0.2214666019999999,0.233537401,0.238750202,0.245450698,0.252268203,0.2482766999999999,0.2488689019999999,0.2516328009999998,0.269129702,0.277529398,0.275390999,0.279687602,0.287382601,0.2962268979999999,0.312240599,0.3337982989999999,0.3304710029999999,0.3623436999999999,0.3722897029999999,0.3454202979999999,0.3420990989999998,0.3597612989999998,0.3593329019999999,0.3244811989999999,0.3293385979999998,0.3317929969999999,0.3291270989999999,0.3465781049999999,0.3535224979999999,0.3398153039999997,0.3267927559999999,0.3192268609999998,0.3213653449999999,0.3073562199999998,0.3115151189999999,0.323696714,0.3167161589999997,0.310073436,0.0
IEA,Historic data,AUS,Final Energy|Industry|Gases|Biomass,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000118001,0.000119001,0.000218999,0.0002529999999999,0.000249998,0.000259,0.000177001,0.000321998,0.000691998,0.000672999,0.000520001,0.000528998,0.0007880019999999,0.001093998,0.0010237059999999,0.0009875279999999,0.001003492,0.001151851,0.001399718,0.0012751569999999,0.001176068,0.0
IEA,Historic data,AUS,Final Energy|Industry|Gases|Electricity,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEA,Historic data,AUS,Final Energy|Industry|Gases|Natural Gas,EJ/yr,0.0,0.0,0.0,1.5299e-05,0.0,3.4201999999999995e-05,3.4201999999999995e-05,4.86e-05,0.0001133989999999,0.004899603,0.0203480989999999,0.027884699,0.0467244039999999,0.0625284009999999,0.0762678039999999,0.0828684029999998,0.091188901,0.1037223009999999,0.117331202,0.1300364979999999,0.156365102,0.1696823999999999,0.170559899,0.1768787979999999,0.1799901009999999,0.206480701,0.2214666019999999,0.233537401,0.238750202,0.245450698,0.252268203,0.2482766999999999,0.2488689019999999,0.2516328009999998,0.269129702,0.277529398,0.275390999,0.279687602,0.287382601,0.2962268979999999,0.312240599,0.3337982989999999,0.3304710029999999,0.3622256989999999,0.3721707019999999,0.3452012989999999,0.3418460989999999,0.3595113009999999,0.3590739019999999,0.3243041979999999,0.3290165999999999,0.3311009989999999,0.3284540999999999,0.346058104,0.3529934999999999,0.3390273019999998,0.325698758,0.3182031549999999,0.320377817,0.3063527279999998,0.3103632679999999,0.322296996,0.3154410019999998,0.308897368,0.0
IEA,Historic data,AUS,Final Energy|Industry|Heat,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEA,Historic data,AUS,Final Energy|Industry|Hydrogen,EJ/yr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
